analysis_id,dimension,human_manuscript_content,human_manuscript_location,human_code_content,human_code_location,human_match_judgement,codebot_brief_description,codebot_manuscript_content,codebot_manuscript_location,codebot_code_content,codebot_code_location,codebot_match_judgement,codebot_human_agreement
4,transformation,,0.0,,generate-v-retrieve-analyses.Rmd,,A two-sample t-test compared accuracy on the eight lesson classification pages (proportion of correct insect classifications during the lesson) between the Retrieve and Generating Predictions conditions. The analysis tested whether children were more accurate when asked to retrieve after instruction versus generate predictions before instruction during the lesson itself.,"Consistent with this prediction, children were more accurate on the lesson classiﬁcation pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28], suggesting that as anticipated, generating a response is more error-prone than immediate retrieval.",,"data <- read.csv(""Generate vs. Retrieve Study Data.csv"")

# Exclude participants who did not understand task (less than <.60 on the pretest catch trials)

# Removes two participants 7 and 47

data <- data[which(data$Pretest.Catch>.60),]

# Lesson performance (overall)

t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])

# age effects?
m_age <- lm(Lesson.Means~Condition*FIXED.GRADE.LEVEL,data=data)
summary(m_age)
library(effectsize)
effectsize(m_age)
confint(m_age)

mean(data$Lesson.Means[data$FIXED.GRADE.LEVEL==""K""])
sd(data$Lesson.Means[data$FIXED.GRADE.LEVEL==""K""])

mean(data$Lesson.Means[data$FIXED.GRADE.LEVEL==""P""])
sd(data$Lesson.Means[data$FIXED.GRADE.LEVEL==""P""])",,,
4,inference criterion,"Consistent with this prediction, children were more accurate on the lesson classification pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28],",0.0,"# Lesson performance (overall)

```{r}
t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])",generate-v-retrieve-analyses.Rmd:80-84,1,A two-sample t-test compared accuracy on the eight lesson classification pages (proportion of correct insect classifications during the lesson) between the Retrieve and Generating Predictions conditions. The analysis tested whether children were more accurate when asked to retrieve after instruction versus generate predictions before instruction during the lesson itself.,"Consistent with this prediction, children were more accurate on the lesson classification pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28], suggesting that as anticipated, generating a response is more error-prone than immediate retrieval.",,"t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])",,1,1
5,model specification,"Using this measure, we found that children in the Generating
Predictions group spent on average a larger proportion of time
fixating the lesson materials (M = 0.60, 95% CI [0.58, 0.62]) than
children in the Retrieve group (M = 0.54, 95% CI [0.50, 0.57]),
t(69) = 8.08, p < .0001, d = 1.92, 95% CI [1.35,2.49].",0.0,"t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",generate-v-retrieve-analyses.Rmd:133-134,1,"A two-sample t-test compared the proportion of time children fixated on the lesson slides (total fixation duration divided by total lesson time, as an eye-tracking based measure of global attention) between the Generating Predictions and Retrieve conditions. This test assessed whether generating predictions increased overall looking time to the instructional materials relative to retrieval practice.","Using this measure, we found that children in the Generating Predictions group spent on average a larger proportion of time ﬁxating the lesson materials ( M = 0.60, 95% CI [0.58, 0.62]) than children in the Retrieve group ( M = 0.54, 95% CI [0.50, 0.57]), t(69) = 8.08, p < .0001, d = 1.92, 95% CI [1.35,2.49].",,"t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",,1,1
5,variable specification,"Using this measure, we found that children in the Generating
Predictions group spent on average a larger proportion of time
fixating the lesson materials (M = 0.60, 95% CI [0.58, 0.62]) than
children in the Retrieve group (M = 0.54, 95% CI [0.50, 0.57]),
t(69) = 8.08, p < .0001, d = 1.92, 95% CI [1.35,2.49].",0.0,"t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",generate-v-retrieve-analyses.Rmd:133-134,1,"A two-sample t-test compared the proportion of time children fixated on the lesson slides (total fixation duration divided by total lesson time, as an eye-tracking based measure of global attention) between the Generating Predictions and Retrieve conditions. This test assessed whether generating predictions increased overall looking time to the instructional materials relative to retrieval practice.","As a measure of initial activation/encoding during the lesson, we calculated for each child the proportion of time fixating on the lesson materials by dividing the fixation time by the total time in the lesson. Using this measure, we found that children in the Generating Predictions group spent on average a larger proportion of time fixating the lesson materials (M = 0.60, 95% CI [0.58, 0.62]) than children in the Retrieve group (M = 0.54, 95% CI [0.50, 0.57]), t(69) = 8.08, p < .0001, d = 1.92, 95% CI [1.35,2.49]. Thus, generating a prediction before instruction led to greater attention to the materials than retrieving a response after instruction.",,"# Looking time during lesson (eyetracking data)
length(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

length(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

mean_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

mean_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])
...

t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",,0,0
5,transformation,,,,generate-v-retrieve-analyses.Rmd,,"A two-sample t-test compared the proportion of time children fixated on the lesson slides (total fixation duration divided by total lesson time, as an eye-tracking based measure of global attention) between the Generating Predictions and Retrieve conditions. This test assessed whether generating predictions increased overall looking time to the instructional materials relative to retrieval practice.","For each participant, the proportion of time fixating to the lesson was then calculated (total fixation to lesson slide areas of interests/total lesson time).",,"mean_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

mean_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

highci_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])+std.error(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

lowci_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])-std.error(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

highci_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])+std.error(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

lowci_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])-std.error(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",,0,
5,variable specification,"Using this measure, we found that children in the Generating
Predictions group spent on average a larger proportion of time
fixating the lesson materials (M = 0.60, 95% CI [0.58, 0.62]) than
children in the Retrieve group (M = 0.54, 95% CI [0.50, 0.57]),
t(69) = 8.08, p < .0001, d = 1.92, 95% CI [1.35,2.49].",0.0,"t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",generate-v-retrieve-analyses.Rmd:133-134,1,"A two-sample t-test compared the proportion of time children fixated on the lesson slides (total fixation duration divided by total lesson time, as an eye-tracking based measure of global attention) between the Generating Predictions and Retrieve conditions. This test assessed whether generating predictions increased overall looking time to the instructional materials relative to retrieval practice.","As a measure of initial activation/encoding during the lesson, we calculated for each child the proportion of time fixating on the lesson materials by dividing the fixation time by the total time in the lesson. Using this measure, we found that children in the Generating Predictions group spent on average a larger proportion of time fixating the lesson materials (M = 0.60, 95% CI [0.58, 0.62]) than children in the Retrieve group (M = 0.54, 95% CI [0.50, 0.57]), t(69) = 8.08, p < .0001, d = 1.92, 95% CI [1.35,2.49]. Thus, generating a prediction before instruction led to greater attention to the materials than retrieving a response after instruction.",,"# Looking time during lesson (eyetracking data)
length(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

length(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

mean_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

mean_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])
...

t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",,0,0
5,transformation,"As a measure of initial activation/encoding during the lesson, we
calculated for each child the proportion of time fixating on the lesson
materials by dividing the fixation time by the total time in the lesson",0.0,,generate-v-retrieve-analyses.Rmd,,"A two-sample t-test compared the proportion of time children fixated on the lesson slides (total fixation duration divided by total lesson time, as an eye-tracking based measure of global attention) between the Generating Predictions and Retrieve conditions. This test assessed whether generating predictions increased overall looking time to the instructional materials relative to retrieval practice.","For each participant, the proportion of time fixating to the lesson was then calculated (total fixation to lesson slide areas of interests/total lesson time).",,"mean_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

mean_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

highci_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])+std.error(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

lowci_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])-std.error(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

highci_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])+std.error(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

lowci_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])-std.error(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",,0,
5,inference criterion,"Using this measure, we found that children in the Generating
Predictions group spent on average a larger proportion of time
fixating the lesson materials (M = 0.60, 95% CI [0.58, 0.62]) than
children in the Retrieve group (M = 0.54, 95% CI [0.50, 0.57]),
t(69) = 8.08, p < .0001, d = 1.92, 95% CI [1.35,2.49].",0.0,"t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",generate-v-retrieve-analyses.Rmd:133-134,1,"A two-sample t-test compared the proportion of time children fixated on the lesson slides (total fixation duration divided by total lesson time, as an eye-tracking based measure of global attention) between the Generating Predictions and Retrieve conditions. This test assessed whether generating predictions increased overall looking time to the instructional materials relative to retrieval practice.","Using this measure, we found that children in the Generating Predictions group spent on average a larger proportion of time fixating the lesson materials ( M = 0.60, 95% CI [0.58, 0.62]) than children in the Retrieve group ( M = 0.54, 95% CI [0.50, 0.57]), t(69) = 8.08, p < .0001, d = 1.92, 95% CI [1.35,2.49].",,"library(plotrix)

highci_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])+std.error(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

lowci_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])-std.error(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

highci_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])+std.error(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

lowci_fixation_retrieve <- mean(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])-std.error(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

mean_fixation_generate
mean_fixation_retrieve
highci_fixation_generate
lowci_fixation_generate
highci_fixation_retrieve
lowci_fixation_retrieve

t.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],var.equal = T)
cohen.d(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Lesson.Means[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",,0,0
6,model specification,"Moreover, looking time was more varied in the Retrieve group
(interquartile range [IQR] = 0.223) than in the Generate Predictions
group (IQR = 0.110) and the proportion of time fixating during the
lesson was positively correlated with immediate posttest performance
for the Generating Predictions group, r2 = .43, p = .0007,
95% CI [.13, .66], but not for the Retrieve group, r2 = .08, p = .637,
95% CI [−.26, .41].",0.0,"cor.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Post.test.w.o.Fillers[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",generate-v-retrieve-analyses.Rmd:136,1,"A bivariate correlation analysis examined the association between the proportion of time fixating on the lesson materials and immediate posttest performance (proportion correct on critical items) within the Generating Predictions condition only. The analysis quantified how strongly greater looking time during the lesson predicted better posttest performance for children who generated predictions (r² = .43, p = .0007, 95% CI [.13, .66]).","Moreover, looking time was more varied in the Retrieve group (interquartile range [IQR] = 0.223) than in the Generate Predictions group (IQR = 0.110) and the proportion of time fixating during the lesson was positively correlated with immediate posttest performance for the Generating Predictions group, r2 = .43, p = .0007, 95% CI [.13, .66], but not for the Retrieve group, r2 = .08, p = .637, 95% CI [ −.26, .41].",,"cor.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Post.test.w.o.Fillers[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

m1a <- lm(`Post.test.w.o.Fillers`~Total.Proportion.of.Fixation,data=data[data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)&data$Condition==""GENERATE"",])
summary(m1a)
confint(m1a)

effectsize(m1a)",,1,1
6,variable specification,"Moreover, looking time was more varied in the Retrieve group
(interquartile range [IQR] = 0.223) than in the Generate Predictions
group (IQR = 0.110) and the proportion of time fixating during the
lesson was positively correlated with immediate posttest performance
for the Generating Predictions group, r2 = .43, p = .0007,
95% CI [.13, .66], but not for the Retrieve group, r2 = .08, p = .637,
95% CI [−.26, .41].",0.0,"cor.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Post.test.w.o.Fillers[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",generate-v-retrieve-analyses.Rmd:136,1,"A bivariate correlation analysis examined the association between the proportion of time fixating on the lesson materials and immediate posttest performance (proportion correct on critical items) within the Generating Predictions condition only. The analysis quantified how strongly greater looking time during the lesson predicted better posttest performance for children who generated predictions (r² = .43, p = .0007, 95% CI [.13, .66]).","Moreover, looking time was more varied in the Retrieve group (interquartile range [IQR] = 0.223) than in the Generate Predictions group (IQR = 0.110) and the proportion of time fixating during the lesson was positively correlated with immediate posttest performance for the Generating Predictions group, r2 = .43, p = .0007, 95% CI [.13, .66], but not for the Retrieve group, r2 = .08, p = .637, 95% CI [−.26, .41].",,"cor.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Post.test.w.o.Fillers[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

cor.test(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Post.test.w.o.Fillers[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",,1,1
6,transformation,"As a measure of initial activation/encoding during the lesson, we
calculated for each child the proportion of time fixating on the lesson
materials by dividing the fixation time by the total time in the lesson",0.0,,generate-v-retrieve-analyses.Rmd,,"A bivariate correlation analysis examined the association between the proportion of time fixating on the lesson materials and immediate posttest performance (proportion correct on critical items) within the Generating Predictions condition only. The analysis quantified how strongly greater looking time during the lesson predicted better posttest performance for children who generated predictions (r² = .43, p = .0007, 95% CI [.13, .66]).","As a measure of initial activation/encoding during the lesson, we calculated for each child the proportion of time fixating on the lesson materials by dividing the fixation time by the total time in the lesson. ... Immediate Posttest performance includes only critical trials.",,"length(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

mean_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

highci_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])+std.error(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

lowci_fixation_generate <- mean(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])-std.error(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

cor.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Post.test.w.o.Fillers[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

m1a <- lm(`Post.test.w.o.Fillers`~Total.Proportion.of.Fixation,data=data[data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)&data$Condition==""GENERATE"",])",,0,
6,variable specification,"Moreover, looking time was more varied in the Retrieve group
(interquartile range [IQR] = 0.223) than in the Generate Predictions
group (IQR = 0.110) and the proportion of time fixating during the
lesson was positively correlated with immediate posttest performance
for the Generating Predictions group, r2 = .43, p = .0007,
95% CI [.13, .66], but not for the Retrieve group, r2 = .08, p = .637,
95% CI [−.26, .41].",0.0,"cor.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Post.test.w.o.Fillers[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",generate-v-retrieve-analyses.Rmd:136,1,"A bivariate correlation analysis examined the association between the proportion of time fixating on the lesson materials and immediate posttest performance (proportion correct on critical items) within the Generating Predictions condition only. The analysis quantified how strongly greater looking time during the lesson predicted better posttest performance for children who generated predictions (r² = .43, p = .0007, 95% CI [.13, .66]).","Moreover, looking time was more varied in the Retrieve group (interquartile range [IQR] = 0.223) than in the Generate Predictions group (IQR = 0.110) and the proportion of time fixating during the lesson was positively correlated with immediate posttest performance for the Generating Predictions group, r2 = .43, p = .0007, 95% CI [.13, .66], but not for the Retrieve group, r2 = .08, p = .637, 95% CI [−.26, .41].",,"cor.test(data$Total.Proportion.of.Fixation[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Post.test.w.o.Fillers[data$Condition==""GENERATE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])

cor.test(data$Total.Proportion.of.Fixation[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)],data$Post.test.w.o.Fillers[data$Condition==""RETRIEVE""&data$Gaze.Sample>.50&!is.na(data$Total.Proportion.of.Fixation)])",,1,1
