analysis_id,brief_description,dimension,paper_text,code_text,match_status,explanation,dimension_norm
34,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of quality of writing.,Model Specification,"Table 4 .4
Analysis of Variance Table for All the Dependent Variables[...]Quality of writing[...]Originality × Statistical Significance[...]Method
In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.","a_writing <- aov(
  r_writing ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_writing)",match,"The paper reports an analysis of variance for the interaction of originality and statistical significance on quality-of-writing ratings in a 2 × 2 between-subjects design, and the code implements this using an ANOVA model via aov() with the same two factors and outcome. Thus, the model specification in the code matches the ANOVA described in the paper.",model
34,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of quality of writing.,Variable Specification,"In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.[...]From the base version, we derived four variants for the experimental conditions: an original study with statistically significant findings, a replication study with statistically significant findings, an original study with statistically nonsignificant findings, and a replication study with statistically nonsignificant findings.[...]On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Dependent variable and test[...]Quality of writing[...]Originality × Statistical Significance","#Descriptives: Quality of Writing
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    writing_m = mean(r_writing, na.rm = TRUE),
    writing_sd = sd(r_writing, na.rm = TRUE),
    writing_med = median(r_writing, na.rm = TRUE),
    writing_min = min(r_writing, na.rm = TRUE),
    writing_max = max(r_writing, na.rm = TRUE)
  )
[...]
a_writing <- aov(
  r_writing ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_writing)",match,"The paper specifies a 2 × 2 between-subjects design in which originality and statistical significance are the manipulated independent variables and 'quality of the writing' is one of the evaluated dependent criteria whose Originality × Statistical Significance interaction is analyzed. The code implements an ANOVA with r_writing as the outcome and c_originality and c_significance (and their interaction) as predictors, matching the paper’s variable roles and structure.",variables
34,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of quality of writing.,Transformation Specification,"“Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    writing_m = mean(r_writing, na.rm = TRUE),
    writing_sd = sd(r_writing, na.rm = TRUE),
    writing_med = median(r_writing, na.rm = TRUE),
    writing_min = min(r_writing, na.rm = TRUE),
    writing_max = max(r_writing, na.rm = TRUE)
  )
[...]
a_writing <- aov(
  r_writing ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_writing)",match,"The paper describes using the raw 0–10 quality-of-writing ratings as the dependent variable without reporting any additional transformations, and the code analyzes the raw `r_writing` scores in the ANOVA, only removing missing values where necessary. Thus, the transformation procedures (effectively none beyond standard handling of missing data) are aligned between paper and code.",transform
34,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of quality of writing.,Inference Specification,"“There were no appreciable interaction effects. All significance tests are reported in detail in Table 4. Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Quality of writing
Originality0.6390.243.623-.006Statistical significance0.9000.342.559-.005Originality × Statistical Significance1.2390.471.494-.004”","a_writing <- aov(
  r_writing ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_writing)",unknown,"The paper explicitly mentions using a “default criterion of Cronbach's α = .05” for significance tests, whereas the code merely runs the ANOVA for quality of writing without specifying any alpha or decision rule. Because the code does not state an inference threshold, it is not possible to determine from the code alone whether it matches the paper’s stated α = .05 criterion for this interaction F-test.",inference
35,ANOVA F-test for the main effect of originality on ratings of sophistication of theory and conceptualization.,Model Specification,Table 4 .4Analysis of Variance Table for All the Dependent Variables[...]Sophistication of theoryOriginality0.5530.110.740-.007,"a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",match,"The paper describes using an analysis of variance for all dependent variables, including sophistication of theory, and the code implements this with an ANOVA model via aov for r_sophistication with originality and significance as factors. Thus, the statistical test type (ANOVA) matches between paper and code.",model
35,ANOVA F-test for the main effect of originality on ratings of sophistication of theory and conceptualization.,Variable Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.” [...] “On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    sophistication_m = mean(r_sophistication, na.rm = TRUE),
    sophistication_sd = sd(r_sophistication, na.rm = TRUE),
    sophistication_med = median(r_sophistication, na.rm = TRUE),
    sophistication_min = min(r_sophistication, na.rm = TRUE),
    sophistication_max = max(r_sophistication, na.rm = TRUE)
  )
[...]
a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)",match,"The paper describes a 2 × 2 between-subjects design manipulating originality and statistical significance, with ‘sophistication of the theory and conceptualization’ as a rating outcome, and the code implements an ANOVA with r_sophistication as the dependent variable and c_originality and c_significance as the factors. Thus, the variables’ roles (predictors and outcome) in the code align with those described for this analysis in the paper.",variables
35,ANOVA F-test for the main effect of originality on ratings of sophistication of theory and conceptualization.,Transformation Specification,"On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    sophistication_m = mean(r_sophistication, na.rm = TRUE),
    sophistication_sd = sd(r_sophistication, na.rm = TRUE),
    sophistication_med = median(r_sophistication, na.rm = TRUE),
    sophistication_min = min(r_sophistication, na.rm = TRUE),
    sophistication_max = max(r_sophistication, na.rm = TRUE)
  )
[...]
a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",match,"The paper describes sophistication of theory as a single 0–10 rating scale and does not report any additional transformations, and the code analyzes the raw r_sophistication values directly in the ANOVA. There is no evidence of trimming, re-scaling, or composite-score construction for this dependent variable in either source.",transform
35,ANOVA F-test for the main effect of originality on ratings of sophistication of theory and conceptualization.,Inference Specification,"“All significance tests are reported in detail in Table 4. Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”","a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)
[...]
#Sophistication of Theory/Conceptualization
TOSTtwo(m1=equiv_array[1,5], m2=equiv_array[2,5], sd1=equiv_array[1,6], sd2=equiv_array[2,6], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies default significance testing at α = .05 and, for all main effects including originality on sophistication of theory, two-tailed equivalence tests with bounds d = -0.50 and +0.50 at α = .05; the code implements the ANOVA and corresponding TOSTtwo equivalence tests with the same bounds and alpha. There is no indication of any different inferential criterion in the code.",inference
36,ANOVA F-test for the main effect of statistical significance of results on ratings of sophistication of theory and conceptualization.,Model Specification,Table 4 .4Analysis of Variance Table for All the Dependent Variables,"a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",match,"The paper specifies an analysis of variance (ANOVA) for all dependent variables, including sophistication of theory, and the code implements this using R's aov() function with originality and statistical significance as factors. Thus, the model specification matches between paper and code.",model
36,ANOVA F-test for the main effect of statistical significance of results on ratings of sophistication of theory and conceptualization.,Variable Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“From the base version, we derived four variants for the experimental conditions: an original study with statistically significant findings, a replication study with statistically significant findings, an original study with statistically nonsignificant findings, and a replication study with statistically nonsignificant findings (see Table 1 for the text of two of these versions).”[...]“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“Sophistication of theoryOriginality0.5530.110.740-.007Statistical significance4.4660.891.347-.001Originality × Statistical Significance0.5080.101.751-.007”","#Descriptives: Sophistication of Theory/Conceptualization
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    sophistication_m = mean(r_sophistication, na.rm = TRUE),
    sophistication_sd = sd(r_sophistication, na.rm = TRUE),
    sophistication_med = median(r_sophistication, na.rm = TRUE),
    sophistication_min = min(r_sophistication, na.rm = TRUE),
    sophistication_max = max(r_sophistication, na.rm = TRUE)
  )[...]a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",match,"The paper specifies that “statistical significance” (significant vs. nonsignificant findings) and “originality” are manipulated factors and that “sophistication of the theory and conceptualization” is a rated evaluation criterion, and Table 4 shows the ANOVA row for the main effect of statistical significance on sophistication of theory. The code implements an ANOVA with r_sophistication as the outcome and c_originality and c_significance as factors, matching the paper’s variable roles for this analysis.",variables
36,ANOVA F-test for the main effect of statistical significance of results on ratings of sophistication of theory and conceptualization.,Transformation Specification,"Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...] Table 4 .4 Analysis of Variance Table for All the Dependent Variables[...] Sophistication of theory Originality 0.553 0.11 0.740 -.007 Statistical significance 4.466 0.89 1.347 -.001 Originality × Statistical Significance 0.508 0.10 1.751 -.007","datafile = read.csv(""data.csv"")[...] #Descriptives: Sophistication of Theory/Conceptualization
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    sophistication_m = mean(r_sophistication, na.rm = TRUE),
    sophistication_sd = sd(r_sophistication, na.rm = TRUE),
    sophistication_med = median(r_sophistication, na.rm = TRUE),
    sophistication_min = min(r_sophistication, na.rm = TRUE),
    sophistication_max = max(r_sophistication, na.rm = TRUE)
  )
[...]
a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",match,"Both the paper and the code use the raw 0–10 single-item ratings of 'sophistication of the theory and conceptualization' directly in the ANOVA without any additional transformations, aggregations, or filtering specific to this variable. No procedures such as item-composites, rescaling, or outlier handling are described or implemented for this analysis.",transform
36,ANOVA F-test for the main effect of statistical significance of results on ratings of sophistication of theory and conceptualization.,Inference Specification,"“The final sample of 127 reviewers provided 80% power to detect bivariate correlations greater than .245 2 (90% power for r > .282, and 95% power for r > .312 ). The study had 80% power to detect main effects (standardized mean differences) with a d value greater than 0.503 (90% power for d > 0.582 and 95% power for d > 0.647).” [...] “All significance tests are reported in detail in Table 4. Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”","a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)
[...]#Sophistication of Theory/Conceptualization
TOSTtwo(m1=equiv_array[1,5], m2=equiv_array[2,5], sd1=equiv_array[1,6], sd2=equiv_array[2,6], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper states that for all main effects they used two-tailed equivalence tests with Cohen’s d bounds of -0.50 and +0.50 at α = .05, in addition to reporting standard significance tests. The code implements the sophistication-of-theory ANOVA and then runs TOSTtwo equivalence tests for this outcome with low_eqbound_d=-0.5, high_eqbound_d=0.5, and alpha = 0.05, matching the paper’s inference specification.",inference
37,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of sophistication of theory and conceptualization.,Model Specification,"Table 4 .4Analysis of Variance Table for All the Dependent VariablesDependent variable and testSSF(1, 123)pω²[...]Sophistication of theoryOriginality0.5530.110.740-.007Statistical significance4.4660.891.347-.001Originality × Statistical Significance0.5080.101.751-.007[...]","a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",match,"The paper reports an analysis of variance (ANOVA) for sophistication of theory, including the Originality × Statistical Significance interaction, and the code implements this using an `aov` model with the same two-factor interaction. Thus, the model specification (two-way ANOVA with interaction) matches between paper and code.",model
37,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of sophistication of theory and conceptualization.,Variable Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“Table 4 .4Analysis of Variance Table for All the Dependent Variables[...]Sophistication of theory[...]Originality × Statistical Significance”","a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",match,"The paper specifies a 2 × 2 design manipulating “originality” and “statistical significance” with “sophistication of the theory and conceptualization” as a dependent variable, and Table 4 shows the “Originality × Statistical Significance” row for “Sophistication of theory.” The code implements an ANOVA with outcome r_sophistication and predictors c_originality, c_significance, and their interaction, matching these variable roles.",variables
37,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of sophistication of theory and conceptualization.,Transformation Specification,"On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Sophistication of theory
Originality	0.553	0.110	.740	-.007
Statistical significance	4.466	0.891	.347	-.001
Originality × Statistical Significance	0.508	0.10	1.751	-.007","a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",match,"The paper describes the sophistication ratings as single 0–10 scale scores and does not report any further transformation before the ANOVA, and the code likewise inputs the raw `r_sophistication` scores directly into the `aov` model without modification. Thus, the transformation specification (no transformation beyond using the raw ratings) is consistent between paper and code.",transform
37,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of sophistication of theory and conceptualization.,Inference Specification,"There were no appreciable interaction effects. All significance tests are reported in detail in Table 4. Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).","a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",unknown,"The paper explicitly mentions using a default significance criterion of α = .05 (and additional equivalence tests for main effects), whereas the code for the ANOVA interaction on sophistication only computes and reports ANOVA statistics without specifying any alpha level or decision rule. Because the code’s inference threshold is implicit rather than stated, the alignment of inference specifications cannot be determined from the code alone.",inference
38,ANOVA F-test for the main effect of originality on ratings of appropriateness of methods and research design.,Model Specification,"MethodIn a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.[...]Table 4 .4Analysis of Variance Table for All the Dependent Variables[...]Appropriateness of methods and designOriginality53.2399.624.002.063","#################
# MAIN ANALYSES #
#################

a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,"The paper describes a 2 × 2 between-subjects experiment analyzed with an analysis of variance for the appropriateness-of-methods outcome, and the code implements this as a two-way ANOVA via R’s aov function with the same two factors. Thus, the model specification in the code matches the ANOVA model described in the paper for this analysis.",model
38,ANOVA F-test for the main effect of originality on ratings of appropriateness of methods and research design.,Variable Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.” [...] “On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.” [...] “Appropriateness of methods and design
Originality53.2399.624.002.063” [...] “The originality of the study affected only the ratings of the appropriateness of the methods and research design: Replication studies were rated higher than original studies (ω² = .063).”","#Descriptives: Appropriateness of Methods/Research Design
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  ) [...] a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,Both the paper and the code specify a 2 × 2 design with originality and statistical significance as factors and use the rating of “appropriateness of the methods and research design” (r_methods) as the dependent variable. The code’s ANOVA on r_methods with c_originality and c_significance thus implements the paper’s ANOVA for the originality main effect on appropriateness of methods and design.,variables
38,ANOVA F-test for the main effect of originality on ratings of appropriateness of methods and research design.,Transformation Specification,"“Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”","a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)",match,"The paper describes using single 0–10 ratings on “appropriateness of the methods and research design” directly as a dependent variable, and the code correspondingly uses the raw `r_methods` variable in the ANOVA without any prior transformation. There is no indication in either source of additional transformations such as item aggregation, trimming, or recoding beyond using these raw ratings.",transform
38,ANOVA F-test for the main effect of originality on ratings of appropriateness of methods and research design.,Inference Specification,"“All significance tests are reported in detail in Table 4.[...]Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”","a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)
[...]
#Appropriateness of Methods/Research Design
TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies α = .05 and equivalence bounds of d = -0.50 and +0.50 for all main effects, and the code implements the originality main effect on methods/design using ANOVA plus a TOST equivalence test with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05. Thus, the inferential criteria in the implementation match those described in the paper.",inference
39,ANOVA F-test for the main effect of statistical significance of results on ratings of appropriateness of methods and research design.,Model Specification,"In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference[...]Table 4 .4 Analysis of Variance Table for All the Dependent Variables[...]Appropriateness of methods and design[...]Statistical significance 8.1661.476.227.004","a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,"The paper describes a 2 × 2 between-subjects design analyzed with an Analysis of Variance for appropriateness of methods and design, and the code implements this with an aov() two-factor ANOVA model using originality and statistical significance as factors. Thus, the model specification in the code matches the ANOVA F-test reported in the paper.",model
39,ANOVA F-test for the main effect of statistical significance of results on ratings of appropriateness of methods and research design.,Variable Specification,"In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.[...]From the base version, we derived four variants for the experimental conditions: an original study with statistically significant findings, a replication study with statistically significant findings, an original study with statistically nonsignificant findings, and a replication study with statistically nonsignificant findings (see Table 1 for the text of two of these versions).[...]Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.","#Descriptives: Appropriateness of Methods/Research Design
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  )[...]a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,"The paper defines a 2 × 2 design manipulating originality and statistical significance, with ratings of 'appropriateness of the methods and research design' as one of the evaluated criteria, and this matches the code’s ANOVA where r_methods (appropriateness) is the outcome and c_significance (with c_originality) are predictors. Thus, the variable roles for the main effect of statistical significance on appropriateness of methods/design are aligned between paper and code.",variables
39,ANOVA F-test for the main effect of statistical significance of results on ratings of appropriateness of methods and research design.,Transformation Specification,"“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“Appropriateness of methods and design
Originality53.2399.624.002.063
Statistical significance8.1661.476.227.004
Originality × Statistical Significance4.6620.843.360-.001”","“#Descriptives: Appropriateness of Methods/Research Design
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  )[...]a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)”",match,"The paper describes using the raw 0–10 item rating for “appropriateness of the methods and research design” as the dependent variable, and Table 4 reports the ANOVA F-test directly on these scores. The code likewise analyzes the raw `r_methods` ratings without additional transformations (beyond standard descriptive summaries and factor-coding of the IVs), so the transformation specifications align.",transform
39,ANOVA F-test for the main effect of statistical significance of results on ratings of appropriateness of methods and research design.,Inference Specification,"“All significance tests are reported in detail in Table 4.[...]Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”","“pwr.t.test(n=63, sig.level = .05, power = .80, type=\""two.sample\"")[...]a_methods <- aov(  r_methods ~ as.factor(c_originality) * as.factor(c_significance),  data = datafile )[...]TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)[...]TOSTtwo(m1=equiv_array[3,7], m2=equiv_array[4,7], sd1=equiv_array[3,8], sd2=equiv_array[4,8], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)”",match,"The paper specifies a default α = .05 and two-tailed equivalence tests with bounds of Cohen’s d = -0.50 and +0.50 for all main effects, and the code implements power calculations at sig.level = .05 and TOSTtwo calls with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05 for the appropriateness-of-methods outcome. Thus, the inference criteria in the implementation match those described in the paper.",inference
40,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of appropriateness of methods and research design.,Model Specification,Table 4 .4Analysis of Variance Table for All the Dependent Variables[...]Appropriateness of methods and design[...]Originality × Statistical Significance4.6620.843.360-.001,"a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,"The paper reports an analysis of variance table for the interaction of originality and statistical significance on appropriateness of methods and design, and the code implements this using an `aov` two-way ANOVA with the interaction term. Thus, the model specification in the code matches the factorial ANOVA described in the paper.",model
40,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of appropriateness of methods and research design.,Variable Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“From the base version, we derived four variants for the experimental conditions: an original study with statistically significant findings, a replication study with statistically significant findings, an original study with statistically nonsignificant findings, and a replication study with statistically nonsignificant findings”[...]“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“Appropriateness of methods and designOriginality53.2399.624.002.063Statistical significance8.1661.476.227.004Originality × Statistical Significance4.6620.843.360-.001”","“#Descriptives: Appropriateness of Methods/Research Design
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  )”[...]“a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)”",match,"The paper specifies a 2 × 2 design with manipulated “originality” and “statistical significance” predicting ratings of “appropriateness of the methods and research design,” and the ANOVA table includes the “Originality × Statistical Significance” row for this dependent variable. The code implements an ANOVA with outcome `r_methods` and predictors `c_originality` and `c_significance` (including their interaction), matching the paper’s variable roles.",variables
